date,component,value
2026-02-17,Taiwan Strait,190
2026-02-17,Torres Strait,10
2026-02-17,Tsugaru Strait,40
2026-02-17,Windward Passage,16
2026-02-17,Yucatan Channel,47
2026-02-18,Bab el-Mandeb Strait,41
2026-02-18,Balabac Strait,11
2026-02-18,Bering Strait,0
2026-02-18,Bohai Strait,169
2026-02-18,Bosporus Strait,53
2026-02-18,Cape of Good Hope,76
2026-02-18,Dover Strait,203
2026-02-18,Gibraltar Strait,167
2026-02-18,Kerch Strait,13
2026-02-18,Korea Strait,178
2026-02-18,Lombok Strait,41
2026-02-18,Luzon Strait,62
2026-02-18,Magellan Strait,2
2026-02-18,Makassar Strait,60
2026-02-18,Malacca Strait,225
2026-02-18,Mindoro Strait,32
2026-02-18,Mona Passage,9
2026-02-18,Ombai Strait,10
2026-02-18,Oresund Strait,43
2026-02-18,Panama Canal,32
2026-02-18,Strait of Hormuz,98
2026-02-18,Suez Canal,41
2026-02-18,Sunda Strait,43
2026-02-18,Taiwan Strait,198
2026-02-18,Torres Strait,11
2026-02-18,Tsugaru Strait,24
2026-02-18,Windward Passage,18
2026-02-18,Yucatan Channel,43
2026-02-19,Bab el-Mandeb Strait,26
2026-02-19,Balabac Strait,7
2026-02-19,Bering Strait,0
2026-02-19,Bohai Strait,155
2026-02-19,Bosporus Strait,69
2026-02-19,Cape of Good Hope,103
2026-02-19,Dover Strait,193
2026-02-19,Gibraltar Strait,140
2026-02-19,Kerch Strait,16
2026-02-19,Korea Strait,201
2026-02-19,Lombok Strait,32
2026-02-19,Luzon Strait,63
2026-02-19,Magellan Strait,1
2026-02-19,Makassar Strait,41
2026-02-19,Malacca Strait,227
2026-02-19,Mindoro Strait,34
2026-02-19,Mona Passage,11
2026-02-19,Ombai Strait,11
2026-02-19,Oresund Strait,48
2026-02-19,Panama Canal,30
2026-02-19,Strait of Hormuz,135
2026-02-19,Suez Canal,36
2026-02-19,Sunda Strait,32
2026-02-19,Taiwan Strait,206
2026-02-19,Torres Strait,7
2026-02-19,Tsugaru Strait,40
2026-02-19,Windward Passage,11
2026-02-19,Yucatan Channel,55
2026-02-20,Bab el-Mandeb Strait,48
2026-02-20,Balabac Strait,10
2026-02-20,Bering Strait,0
2026-02-20,Bohai Strait,144
2026-02-20,Bosporus Strait,72
2026-02-20,Cape of Good Hope,98
2026-02-20,Dover Strait,142
2026-02-20,Gibraltar Strait,140
2026-02-20,Kerch Strait,11
2026-02-20,Korea Strait,191
2026-02-20,Lombok Strait,53
2026-02-20,Luzon Strait,69
2026-02-20,Magellan Strait,6
2026-02-20,Makassar Strait,49
2026-02-20,Malacca Strait,223
2026-02-20,Mindoro Strait,37
2026-02-20,Mona Passage,8
2026-02-20,Ombai Strait,9
2026-02-20,Oresund Strait,43
2026-02-20,Panama Canal,32
2026-02-20,Strait of Hormuz,111
2026-02-20,Suez Canal,34
2026-02-20,Sunda Strait,31
2026-02-20,Taiwan Strait,232
2026-02-20,Torres Strait,13
2026-02-20,Tsugaru Strait,60
2026-02-20,Windward Passage,18
2026-02-20,Yucatan Channel,46
2026-02-21,Bab el-Mandeb Strait,38
2026-02-21,Balabac Strait,12
2026-02-21,Bering Strait,0
2026-02-21,Bohai Strait,145
2026-02-21,Bosporus Strait,80
2026-02-21,Cape of Good Hope,94
2026-02-21,Dover Strait,179
2026-02-21,Gibraltar Strait,126
2026-02-21,Kerch Strait,15
2026-02-21,Korea Strait,202
2026-02-21,Lombok Strait,31
2026-02-21,Luzon Strait,66
2026-02-21,Magellan Strait,3
2026-02-21,Makassar Strait,45
2026-02-21,Malacca Strait,237
2026-02-21,Mindoro Strait,40
2026-02-21,Mona Passage,9
2026-02-21,Ombai Strait,13
2026-02-21,Oresund Strait,48
2026-02-21,Panama Canal,36
2026-02-21,Strait of Hormuz,108
2026-02-21,Suez Canal,42
2026-02-21,Sunda Strait,41
2026-02-21,Taiwan Strait,214
2026-02-21,Torres Strait,14
2026-02-21,Tsugaru Strait,53
2026-02-21,Windward Passage,14
2026-02-21,Yucatan Channel,38
2026-02-22,Bab el-Mandeb Strait,47
2026-02-22,Balabac Strait,10
2026-02-22,Bering Strait,0
2026-02-22,Bohai Strait,126
2026-02-22,Bosporus Strait,55
2026-02-22,Cape of Good Hope,114
2026-02-22,Dover Strait,190
2026-02-22,Gibraltar Strait,145
2026-02-22,Kerch Strait,14
2026-02-22,Korea Strait,177
2026-02-22,Lombok Strait,36
2026-02-22,Luzon Strait,67
2026-02-22,Magellan Strait,2
2026-02-22,Makassar Strait,46
2026-02-22,Malacca Strait,236
2026-02-22,Mindoro Strait,38
2026-02-22,Mona Passage,14
2026-02-22,Ombai Strait,12
2026-02-22,Oresund Strait,41
2026-02-22,Panama Canal,43
2026-02-22,Strait of Hormuz,152
2026-02-22,Suez Canal,36
2026-02-22,Sunda Strait,40
2026-02-22,Taiwan Strait,207
2026-02-22,Torres Strait,5
2026-02-22,Tsugaru Strait,40
2026-02-22,Windward Passage,18
2026-02-22,Yucatan Channel,58
2026-02-23,Bab el-Mandeb Strait,37
2026-02-23,Balabac Strait,12
2026-02-23,Bering Strait,0
2026-02-23,Bohai Strait,171
2026-02-23,Bosporus Strait,94
2026-02-23,Cape of Good Hope,104
2026-02-23,Dover Strait,177
2026-02-23,Gibraltar Strait,162
2026-02-23,Kerch Strait,19
2026-02-23,Korea Strait,180
2026-02-23,Lombok Strait,39
2026-02-23,Luzon Strait,69
2026-02-23,Magellan Strait,0
2026-02-23,Makassar Strait,56
2026-02-23,Malacca Strait,248
2026-02-23,Mindoro Strait,33
2026-02-23,Mona Passage,13
2026-02-23,Ombai Strait,4
2026-02-23,Oresund Strait,35
2026-02-23,Panama Canal,32
2026-02-23,Strait of Hormuz,115
2026-02-23,Suez Canal,44
2026-02-23,Sunda Strait,33
2026-02-23,Taiwan Strait,224
2026-02-23,Torres Strait,13
2026-02-23,Tsugaru Strait,27
2026-02-23,Windward Passage,18
2026-02-23,Yucatan Channel,35
2026-02-24,Bab el-Mandeb Strait,43
2026-02-24,Balabac Strait,3
2026-02-24,Bering Strait,0
2026-02-24,Bohai Strait,156
2026-02-24,Bosporus Strait,91
2026-02-24,Cape of Good Hope,101
2026-02-24,Dover Strait,200
2026-02-24,Gibraltar Strait,154
2026-02-24,Kerch Strait,15
2026-02-24,Korea Strait,151
2026-02-24,Lombok Strait,36
2026-02-24,Luzon Strait,53
2026-02-24,Magellan Strait,2
2026-02-24,Makassar Strait,47
2026-02-24,Malacca Strait,241
2026-02-24,Mindoro Strait,27
2026-02-24,Mona Passage,15
2026-02-24,Ombai Strait,8
2026-02-24,Oresund Strait,43
2026-02-24,Panama Canal,34
2026-02-24,Strait of Hormuz,64
2026-02-24,Suez Canal,36
2026-02-24,Sunda Strait,40
2026-02-24,Taiwan Strait,210
2026-02-24,Torres Strait,10
2026-02-24,Tsugaru Strait,64
2026-02-24,Windward Passage,14
2026-02-24,Yucatan Channel,44
2026-02-25,Bab el-Mandeb Strait,37
2026-02-25,Balabac Strait,14
2026-02-25,Bering Strait,0
2026-02-25,Bohai Strait,156
2026-02-25,Bosporus Strait,74
2026-02-25,Cape of Good Hope,70
2026-02-25,Dover Strait,184
2026-02-25,Gibraltar Strait,151
2026-02-25,Kerch Strait,15
2026-02-25,Korea Strait,190
2026-02-25,Lombok Strait,34
2026-02-25,Luzon Strait,87
2026-02-25,Magellan Strait,2
2026-02-25,Makassar Strait,44
2026-02-25,Malacca Strait,237
2026-02-25,Mindoro Strait,34
2026-02-25,Mona Passage,3
2026-02-25,Ombai Strait,11
2026-02-25,Oresund Strait,40
2026-02-25,Panama Canal,31
2026-02-25,Strait of Hormuz,129
2026-02-25,Suez Canal,45
2026-02-25,Sunda Strait,35
2026-02-25,Taiwan Strait,172
2026-02-25,Torres Strait,11
2026-02-25,Tsugaru Strait,60
2026-02-25,Windward Passage,19
2026-02-25,Yucatan Channel,43
2026-02-26,Bab el-Mandeb Strait,46
2026-02-26,Balabac Strait,5
2026-02-26,Bering Strait,1
2026-02-26,Bohai Strait,139
2026-02-26,Bosporus Strait,85
2026-02-26,Cape of Good Hope,87
2026-02-26,Dover Strait,199
2026-02-26,Gibraltar Strait,168
2026-02-26,Kerch Strait,13
2026-02-26,Korea Strait,235
2026-02-26,Lombok Strait,32
2026-02-26,Luzon Strait,57
2026-02-26,Magellan Strait,5
2026-02-26,Makassar Strait,38
2026-02-26,Malacca Strait,247
2026-02-26,Mindoro Strait,30
2026-02-26,Mona Passage,13
2026-02-26,Ombai Strait,14
2026-02-26,Oresund Strait,48
2026-02-26,Panama Canal,33
2026-02-26,Strait of Hormuz,107
2026-02-26,Suez Canal,46
2026-02-26,Sunda Strait,25
2026-02-26,Taiwan Strait,212
2026-02-26,Torres Strait,5
2026-02-26,Tsugaru Strait,65
2026-02-26,Windward Passage,12
2026-02-26,Yucatan Channel,44
2026-02-27,Bab el-Mandeb Strait,36
2026-02-27,Balabac Strait,10
2026-02-27,Bering Strait,0
2026-02-27,Bohai Strait,170
2026-02-27,Bosporus Strait,78
2026-02-27,Cape of Good Hope,109
2026-02-27,Dover Strait,192
2026-02-27,Gibraltar Strait,131
2026-02-27,Kerch Strait,11
2026-02-27,Korea Strait,184
2026-02-27,Lombok Strait,38
2026-02-27,Luzon Strait,63
2026-02-27,Magellan Strait,2
2026-02-27,Makassar Strait,33
2026-02-27,Malacca Strait,235
2026-02-27,Mindoro Strait,41
2026-02-27,Mona Passage,9
2026-02-27,Ombai Strait,12
2026-02-27,Oresund Strait,41
2026-02-27,Panama Canal,31
2026-02-27,Strait of Hormuz,65
2026-02-27,Suez Canal,47
2026-02-27,Sunda Strait,35
2026-02-27,Taiwan Strait,211
2026-02-27,Torres Strait,9
2026-02-27,Tsugaru Strait,42
2026-02-27,Windward Passage,22
2026-02-27,Yucatan Channel,58
2026-02-28,Bab el-Mandeb Strait,25
2026-02-28,Balabac Strait,7
2026-02-28,Bering Strait,0
2026-02-28,Bohai Strait,147
2026-02-28,Bosporus Strait,95
2026-02-28,Cape of Good Hope,67
2026-02-28,Dover Strait,199
2026-02-28,Gibraltar Strait,132
2026-02-28,Kerch Strait,15
2026-02-28,Korea Strait,195
2026-02-28,Lombok Strait,46
2026-02-28,Luzon Strait,74
2026-02-28,Magellan Strait,3
2026-02-28,Makassar Strait,37
2026-02-28,Malacca Strait,227
2026-02-28,Mindoro Strait,30
2026-02-28,Mona Passage,15
2026-02-28,Ombai Strait,17
2026-02-28,Oresund Strait,45
2026-02-28,Panama Canal,34
2026-02-28,Strait of Hormuz,57
2026-02-28,Suez Canal,37
2026-02-28,Sunda Strait,37
2026-02-28,Taiwan Strait,220
2026-02-28,Torres Strait,16
2026-02-28,Tsugaru Strait,42
2026-02-28,Windward Passage,15
2026-02-28,Yucatan Channel,51
2026-03-01,Bab el-Mandeb Strait,31
2026-03-01,Balabac Strait,11
2026-03-01,Bering Strait,0
2026-03-01,Bohai Strait,153
2026-03-01,Bosporus Strait,71
2026-03-01,Cape of Good Hope,79
2026-03-01,Dover Strait,188
2026-03-01,Gibraltar Strait,117
2026-03-01,Kerch Strait,11
2026-03-01,Korea Strait,194
2026-03-01,Lombok Strait,35
2026-03-01,Luzon Strait,62
2026-03-01,Magellan Strait,3
2026-03-01,Makassar Strait,48
2026-03-01,Malacca Strait,239
2026-03-01,Mindoro Strait,41
2026-03-01,Mona Passage,13
2026-03-01,Ombai Strait,8
2026-03-01,Oresund Strait,48
2026-03-01,Panama Canal,34
2026-03-01,Strait of Hormuz,24
2026-03-01,Suez Canal,36
2026-03-01,Sunda Strait,46
2026-03-01,Taiwan Strait,190
2026-03-01,Torres Strait,5
2026-03-01,Tsugaru Strait,38
2026-03-01,Windward Passage,16
2026-03-01,Yucatan Channel,59
2026-03-02,Bab el-Mandeb Strait,28
2026-03-02,Balabac Strait,12
2026-03-02,Bering Strait,0
2026-03-02,Bohai Strait,157
2026-03-02,Bosporus Strait,82
2026-03-02,Cape of Good Hope,77
2026-03-02,Dover Strait,165
2026-03-02,Gibraltar Strait,132
2026-03-02,Kerch Strait,29
2026-03-02,Korea Strait,128
2026-03-02,Lombok Strait,35
2026-03-02,Luzon Strait,67
2026-03-02,Magellan Strait,3
2026-03-02,Makassar Strait,46
2026-03-02,Malacca Strait,236
2026-03-02,Mindoro Strait,43
2026-03-02,Mona Passage,13
2026-03-02,Ombai Strait,12
2026-03-02,Oresund Strait,35
2026-03-02,Panama Canal,35
2026-03-02,Strait of Hormuz,6
2026-03-02,Suez Canal,40
2026-03-02,Sunda Strait,24
2026-03-02,Taiwan Strait,209
2026-03-02,Torres Strait,6
2026-03-02,Tsugaru Strait,53
2026-03-02,Windward Passage,21
2026-03-02,Yucatan Channel,41
2026-03-03,Bab el-Mandeb Strait,43
2026-03-03,Balabac Strait,3
2026-03-03,Bering Strait,0
2026-03-03,Bohai Strait,153
2026-03-03,Bosporus Strait,90
2026-03-03,Cape of Good Hope,105
2026-03-03,Dover Strait,184
2026-03-03,Gibraltar Strait,156
2026-03-03,Kerch Strait,21
2026-03-03,Korea Strait,195
2026-03-03,Lombok Strait,38
2026-03-03,Luzon Strait,73
2026-03-03,Magellan Strait,2
2026-03-03,Makassar Strait,58
2026-03-03,Malacca Strait,226
2026-03-03,Mindoro Strait,42
2026-03-03,Mona Passage,17
2026-03-03,Ombai Strait,6
2026-03-03,Oresund Strait,59
2026-03-03,Panama Canal,37
2026-03-03,Strait of Hormuz,5
2026-03-03,Suez Canal,55
2026-03-03,Sunda Strait,34
2026-03-03,Taiwan Strait,175
2026-03-03,Torres Strait,10
2026-03-03,Tsugaru Strait,39
2026-03-03,Windward Passage,20
2026-03-03,Yucatan Channel,45
2026-03-04,Bab el-Mandeb Strait,28
2026-03-04,Balabac Strait,16
2026-03-04,Bering Strait,0
2026-03-04,Bohai Strait,158
2026-03-04,Bosporus Strait,57
2026-03-04,Cape of Good Hope,117
2026-03-04,Dover Strait,193
2026-03-04,Gibraltar Strait,122
2026-03-04,Kerch Strait,13
2026-03-04,Korea Strait,239
2026-03-04,Lombok Strait,32
2026-03-04,Luzon Strait,57
2026-03-04,Magellan Strait,1
2026-03-04,Makassar Strait,34
2026-03-04,Malacca Strait,244
2026-03-04,Mindoro Strait,33
2026-03-04,Mona Passage,9
2026-03-04,Ombai Strait,14
2026-03-04,Oresund Strait,46
2026-03-04,Panama Canal,34
2026-03-04,Strait of Hormuz,2
2026-03-04,Suez Canal,42
2026-03-04,Sunda Strait,36
2026-03-04,Taiwan Strait,202
2026-03-04,Torres Strait,7
2026-03-04,Tsugaru Strait,30
2026-03-04,Windward Passage,14
2026-03-04,Yucatan Channel,48
2026-03-05,Bab el-Mandeb Strait,32
2026-03-05,Balabac Strait,6
2026-03-05,Bering Strait,0
2026-03-05,Bohai Strait,173
2026-03-05,Bosporus Strait,101
2026-03-05,Cape of Good Hope,116
2026-03-05,Dover Strait,184
2026-03-05,Gibraltar Strait,134
2026-03-05,Kerch Strait,20
2026-03-05,Korea Strait,257
2026-03-05,Lombok Strait,37
2026-03-05,Luzon Strait,67
2026-03-05,Magellan Strait,3
2026-03-05,Makassar Strait,56
2026-03-05,Malacca Strait,226
2026-03-05,Mindoro Strait,29
2026-03-05,Mona Passage,13
2026-03-05,Ombai Strait,4
2026-03-05,Oresund Strait,45
2026-03-05,Panama Canal,36
2026-03-05,Strait of Hormuz,4
2026-03-05,Suez Canal,38
2026-03-05,Sunda Strait,27
2026-03-05,Taiwan Strait,218
2026-03-05,Torres Strait,9
2026-03-05,Tsugaru Strait,50
2026-03-05,Windward Passage,14
2026-03-05,Yucatan Channel,49
2026-03-06,Bab el-Mandeb Strait,34
2026-03-06,Balabac Strait,12
2026-03-06,Bering Strait,0
2026-03-06,Bohai Strait,156
2026-03-06,Bosporus Strait,100
2026-03-06,Cape of Good Hope,79
2026-03-06,Dover Strait,180
2026-03-06,Gibraltar Strait,145
2026-03-06,Kerch Strait,17
2026-03-06,Korea Strait,184
2026-03-06,Lombok Strait,34
2026-03-06,Luzon Strait,68
2026-03-06,Magellan Strait,3
2026-03-06,Makassar Strait,41
2026-03-06,Malacca Strait,238
2026-03-06,Mindoro Strait,46
2026-03-06,Mona Passage,11
2026-03-06,Ombai Strait,13
2026-03-06,Oresund Strait,44
2026-03-06,Panama Canal,35
2026-03-06,Strait of Hormuz,2
2026-03-06,Suez Canal,38
2026-03-06,Sunda Strait,19
2026-03-06,Taiwan Strait,196
2026-03-06,Torres Strait,9
2026-03-06,Tsugaru Strait,46
2026-03-06,Windward Passage,16
2026-03-06,Yucatan Channel,48
2026-03-07,Bab el-Mandeb Strait,34
2026-03-07,Balabac Strait,8
2026-03-07,Bering Strait,0
2026-03-07,Bohai Strait,159
2026-03-07,Bosporus Strait,85
2026-03-07,Cape of Good Hope,73
2026-03-07,Dover Strait,172
2026-03-07,Gibraltar Strait,130
2026-03-07,Kerch Strait,18
2026-03-07,Korea Strait,185
2026-03-07,Lombok Strait,43
2026-03-07,Luzon Strait,59
2026-03-07,Magellan Strait,5
2026-03-07,Makassar Strait,34
2026-03-07,Malacca Strait,235
2026-03-07,Mindoro Strait,32
2026-03-07,Mona Passage,11
2026-03-07,Ombai Strait,5
2026-03-07,Oresund Strait,42
2026-03-07,Panama Canal,34
2026-03-07,Strait of Hormuz,4
2026-03-07,Suez Canal,51
2026-03-07,Sunda Strait,38
2026-03-07,Taiwan Strait,197
2026-03-07,Torres Strait,7
2026-03-07,Tsugaru Strait,36
2026-03-07,Windward Passage,13
2026-03-07,Yucatan Channel,51
2026-03-08,Bab el-Mandeb Strait,47
2026-03-08,Balabac Strait,13
2026-03-08,Bering Strait,0
2026-03-08,Bohai Strait,167
2026-03-08,Bosporus Strait,95
2026-03-08,Cape of Good Hope,82
2026-03-08,Dover Strait,171
2026-03-08,Gibraltar Strait,155
2026-03-08,Kerch Strait,17
2026-03-08,Korea Strait,205
2026-03-08,Lombok Strait,41
2026-03-08,Luzon Strait,88
2026-03-08,Magellan Strait,3
2026-03-08,Makassar Strait,44
2026-03-08,Malacca Strait,242
2026-03-08,Mindoro Strait,38
2026-03-08,Mona Passage,11
2026-03-08,Ombai Strait,6
2026-03-08,Oresund Strait,39
2026-03-08,Panama Canal,36
2026-03-08,Strait of Hormuz,2
2026-03-08,Suez Canal,35
2026-03-08,Sunda Strait,31
2026-03-08,Taiwan Strait,241
2026-03-08,Torres Strait,6
2026-03-08,Tsugaru Strait,52
2026-03-08,Windward Passage,25
2026-03-08,Yucatan Channel,56
2026-03-09,Bab el-Mandeb Strait,25
2026-03-09,Balabac Strait,11
2026-03-09,Bering Strait,0
2026-03-09,Bohai Strait,151
2026-03-09,Bosporus Strait,93
2026-03-09,Cape of Good Hope,105
2026-03-09,Dover Strait,168
2026-03-09,Gibraltar Strait,142
2026-03-09,Kerch Strait,29
2026-03-09,Korea Strait,203
2026-03-09,Lombok Strait,31
2026-03-09,Luzon Strait,73
2026-03-09,Magellan Strait,8
2026-03-09,Makassar Strait,49
2026-03-09,Malacca Strait,221
2026-03-09,Mindoro Strait,27
2026-03-09,Mona Passage,15
2026-03-09,Ombai Strait,9
2026-03-09,Oresund Strait,26
2026-03-09,Panama Canal,31
2026-03-09,Strait of Hormuz,1
2026-03-09,Suez Canal,42
2026-03-09,Sunda Strait,33
2026-03-09,Taiwan Strait,218
2026-03-09,Torres Strait,9
2026-03-09,Tsugaru Strait,55
2026-03-09,Windward Passage,14
2026-03-09,Yucatan Channel,43
2026-03-10,Bab el-Mandeb Strait,21
2026-03-10,Balabac Strait,4
2026-03-10,Bering Strait,0
2026-03-10,Bohai Strait,190
2026-03-10,Bosporus Strait,74
2026-03-10,Cape of Good Hope,92
2026-03-10,Dover Strait,179
2026-03-10,Gibraltar Strait,153
2026-03-10,Kerch Strait,14
2026-03-10,Korea Strait,200
2026-03-10,Lombok Strait,37
2026-03-10,Luzon Strait,55
2026-03-10,Magellan Strait,2
2026-03-10,Makassar Strait,46
2026-03-10,Malacca Strait,226
2026-03-10,Mindoro Strait,34
2026-03-10,Mona Passage,12
2026-03-10,Ombai Strait,8
2026-03-10,Oresund Strait,51
2026-03-10,Panama Canal,32
2026-03-10,Strait of Hormuz,2
2026-03-10,Suez Canal,37
2026-03-10,Sunda Strait,39
2026-03-10,Taiwan Strait,239
2026-03-10,Torres Strait,10
2026-03-10,Tsugaru Strait,41
2026-03-10,Windward Passage,21
2026-03-10,Yucatan Channel,43
2026-03-11,Bab el-Mandeb Strait,40
2026-03-11,Balabac Strait,10
2026-03-11,Bering Strait,0
2026-03-11,Bohai Strait,178
2026-03-11,Bosporus Strait,92
2026-03-11,Cape of Good Hope,98
2026-03-11,Dover Strait,185
2026-03-11,Gibraltar Strait,143
2026-03-11,Kerch Strait,17
2026-03-11,Korea Strait,192
2026-03-11,Lombok Strait,36
2026-03-11,Luzon Strait,63
2026-03-11,Magellan Strait,2
2026-03-11,Makassar Strait,52
2026-03-11,Malacca Strait,226
2026-03-11,Mindoro Strait,40
2026-03-11,Mona Passage,17
2026-03-11,Ombai Strait,7
2026-03-11,Oresund Strait,36
2026-03-11,Panama Canal,33
2026-03-11,Strait of Hormuz,3
2026-03-11,Suez Canal,51
2026-03-11,Sunda Strait,37
2026-03-11,Taiwan Strait,266
2026-03-11,Torres Strait,6
2026-03-11,Tsugaru Strait,47
2026-03-11,Windward Passage,18
2026-03-11,Yucatan Channel,54
2026-03-12,Bab el-Mandeb Strait,32
2026-03-12,Balabac Strait,10
2026-03-12,Bering Strait,0
2026-03-12,Bohai Strait,196
2026-03-12,Bosporus Strait,93
2026-03-12,Cape of Good Hope,83
2026-03-12,Dover Strait,141
2026-03-12,Gibraltar Strait,148
2026-03-12,Kerch Strait,10
2026-03-12,Korea Strait,193
2026-03-12,Lombok Strait,47
2026-03-12,Luzon Strait,51
2026-03-12,Magellan Strait,2
2026-03-12,Makassar Strait,42
2026-03-12,Malacca Strait,214
2026-03-12,Mindoro Strait,33
2026-03-12,Mona Passage,15
2026-03-12,Ombai Strait,8
2026-03-12,Oresund Strait,43
2026-03-12,Panama Canal,32
2026-03-12,Strait of Hormuz,1
2026-03-12,Suez Canal,38
2026-03-12,Sunda Strait,30
2026-03-12,Taiwan Strait,218
2026-03-12,Torres Strait,7
2026-03-12,Tsugaru Strait,45
2026-03-12,Windward Passage,18
2026-03-12,Yucatan Channel,48
2026-03-13,Bab el-Mandeb Strait,39
2026-03-13,Balabac Strait,12
2026-03-13,Bering Strait,0
2026-03-13,Bohai Strait,168
2026-03-13,Bosporus Strait,91
2026-03-13,Cape of Good Hope,91
2026-03-13,Dover Strait,191
2026-03-13,Gibraltar Strait,129
2026-03-13,Kerch Strait,19
2026-03-13,Korea Strait,210
2026-03-13,Lombok Strait,46
2026-03-13,Luzon Strait,41
2026-03-13,Magellan Strait,4
2026-03-13,Makassar Strait,35
2026-03-13,Malacca Strait,227
2026-03-13,Mindoro Strait,36
2026-03-13,Mona Passage,12
2026-03-13,Ombai Strait,11
2026-03-13,Oresund Strait,32
2026-03-13,Panama Canal,33
2026-03-13,Strait of Hormuz,0
2026-03-13,Suez Canal,40
2026-03-13,Sunda Strait,39
2026-03-13,Taiwan Strait,222
2026-03-13,Torres Strait,7
2026-03-13,Tsugaru Strait,42
2026-03-13,Windward Passage,23
2026-03-13,Yucatan Channel,54
2026-03-14,Bab el-Mandeb Strait,29
2026-03-14,Balabac Strait,7
2026-03-14,Bering Strait,0
2026-03-14,Bohai Strait,154
2026-03-14,Bosporus Strait,100
2026-03-14,Cape of Good Hope,84
2026-03-14,Dover Strait,182
2026-03-14,Gibraltar Strait,153
2026-03-14,Kerch Strait,31
2026-03-14,Korea Strait,239
2026-03-14,Lombok Strait,42
2026-03-14,Luzon Strait,67
2026-03-14,Magellan Strait,3
2026-03-14,Makassar Strait,51
2026-03-14,Malacca Strait,223
2026-03-14,Mindoro Strait,26
2026-03-14,Mona Passage,12
2026-03-14,Ombai Strait,14
2026-03-14,Oresund Strait,53
2026-03-14,Panama Canal,37
2026-03-14,Strait of Hormuz,0
2026-03-14,Suez Canal,25
2026-03-14,Sunda Strait,43
2026-03-14,Taiwan Strait,239
2026-03-14,Torres Strait,9
2026-03-14,Tsugaru Strait,63
2026-03-14,Windward Passage,20
2026-03-14,Yucatan Channel,52
2026-03-15,Bab el-Mandeb Strait,26
2026-03-15,Balabac Strait,10
2026-03-15,Bering Strait,0
2026-03-15,Bohai Strait,168
2026-03-15,Bosporus Strait,93
2026-03-15,Cape of Good Hope,91
2026-03-15,Dover Strait,198
2026-03-15,Gibraltar Strait,132
2026-03-15,Kerch Strait,11
2026-03-15,Korea Strait,200
2026-03-15,Lombok Strait,37
2026-03-15,Luzon Strait,73
2026-03-15,Magellan Strait,4
2026-03-15,Makassar Strait,44
2026-03-15,Malacca Strait,224
2026-03-15,Mindoro Strait,35
2026-03-15,Mona Passage,13
2026-03-15,Ombai Strait,9
2026-03-15,Oresund Strait,38
2026-03-15,Panama Canal,34
2026-03-15,Strait of Hormuz,7
2026-03-15,Suez Canal,48
2026-03-15,Sunda Strait,32
2026-03-15,Taiwan Strait,241
2026-03-15,Torres Strait,8
2026-03-15,Tsugaru Strait,60
2026-03-15,Windward Passage,19
2026-03-15,Yucatan Channel,62
2026-03-16,Bab el-Mandeb Strait,49
2026-03-16,Balabac Strait,9
2026-03-16,Bering Strait,0
2026-03-16,Bohai Strait,185
2026-03-16,Bosporus Strait,114
2026-03-16,Cape of Good Hope,83
2026-03-16,Dover Strait,202
2026-03-16,Gibraltar Strait,136
2026-03-16,Kerch Strait,17
2026-03-16,Korea Strait,213
2026-03-16,Lombok Strait,45
2026-03-16,Luzon Strait,71
2026-03-16,Magellan Strait,5
2026-03-16,Makassar Strait,31
2026-03-16,Malacca Strait,194
2026-03-16,Mindoro Strait,39
2026-03-16,Mona Passage,10
2026-03-16,Ombai Strait,10
2026-03-16,Oresund Strait,32
2026-03-16,Panama Canal,37
2026-03-16,Strait of Hormuz,5
2026-03-16,Suez Canal,33
2026-03-16,Sunda Strait,37
2026-03-16,Taiwan Strait,237
2026-03-16,Torres Strait,9
2026-03-16,Tsugaru Strait,54
2026-03-16,Windward Passage,18
2026-03-16,Yucatan Channel,51
2026-03-17,Bab el-Mandeb Strait,33
2026-03-17,Balabac Strait,8
2026-03-17,Bering Strait,0
2026-03-17,Bohai Strait,168
2026-03-17,Bosporus Strait,66
2026-03-17,Cape of Good Hope,98
2026-03-17,Dover Strait,202
2026-03-17,Gibraltar Strait,137
2026-03-17,Kerch Strait,10
2026-03-17,Korea Strait,199
2026-03-17,Lombok Strait,40
2026-03-17,Luzon Strait,68
2026-03-17,Magellan Strait,5
2026-03-17,Makassar Strait,53
2026-03-17,Malacca Strait,215
2026-03-17,Mindoro Strait,49
2026-03-17,Mona Passage,14
2026-03-17,Ombai Strait,11
2026-03-17,Oresund Strait,45
2026-03-17,Panama Canal,37
2026-03-17,Strait of Hormuz,4
2026-03-17,Suez Canal,42
2026-03-17,Sunda Strait,28
2026-03-17,Taiwan Strait,258
2026-03-17,Torres Strait,12
2026-03-17,Tsugaru Strait,64
2026-03-17,Windward Passage,15
2026-03-17,Yucatan Channel,45
2026-03-18,Bab el-Mandeb Strait,42
2026-03-18,Balabac Strait,10
2026-03-18,Bering Strait,1
2026-03-18,Bohai Strait,171
2026-03-18,Bosporus Strait,91
2026-03-18,Cape of Good Hope,106
2026-03-18,Dover Strait,210
2026-03-18,Gibraltar Strait,143
2026-03-18,Kerch Strait,16
2026-03-18,Korea Strait,184
2026-03-18,Lombok Strait,37
2026-03-18,Luzon Strait,65
2026-03-18,Magellan Strait,3
2026-03-18,Makassar Strait,37
2026-03-18,Malacca Strait,215
2026-03-18,Mindoro Strait,27
2026-03-18,Mona Passage,16
