date,component,value
2026-06-09,Yucatan Channel,51
2026-06-10,Bab el-Mandeb Strait,32
2026-06-10,Balabac Strait,15
2026-06-10,Bering Strait,0
2026-06-10,Bohai Strait,179
2026-06-10,Bosporus Strait,85
2026-06-10,Cape of Good Hope,105
2026-06-10,Dover Strait,171
2026-06-10,Gibraltar Strait,131
2026-06-10,Kerch Strait,10
2026-06-10,Korea Strait,219
2026-06-10,Lombok Strait,33
2026-06-10,Luzon Strait,88
2026-06-10,Magellan Strait,6
2026-06-10,Makassar Strait,56
2026-06-10,Malacca Strait,222
2026-06-10,Mindoro Strait,64
2026-06-10,Mona Passage,13
2026-06-10,Ombai Strait,10
2026-06-10,Oresund Strait,42
2026-06-10,Panama Canal,25
2026-06-10,Strait of Hormuz,6
2026-06-10,Suez Canal,39
2026-06-10,Sunda Strait,33
2026-06-10,Taiwan Strait,255
2026-06-10,Torres Strait,12
2026-06-10,Tsugaru Strait,55
2026-06-10,Windward Passage,17
2026-06-10,Yucatan Channel,65
2026-06-11,Bab el-Mandeb Strait,40
2026-06-11,Balabac Strait,10
2026-06-11,Bering Strait,0
2026-06-11,Bohai Strait,175
2026-06-11,Bosporus Strait,71
2026-06-11,Cape of Good Hope,81
2026-06-11,Dover Strait,158
2026-06-11,Gibraltar Strait,142
2026-06-11,Kerch Strait,5
2026-06-11,Korea Strait,195
2026-06-11,Lombok Strait,39
2026-06-11,Luzon Strait,99
2026-06-11,Magellan Strait,3
2026-06-11,Makassar Strait,66
2026-06-11,Malacca Strait,218
2026-06-11,Mindoro Strait,60
2026-06-11,Mona Passage,11
2026-06-11,Ombai Strait,7
2026-06-11,Oresund Strait,40
2026-06-11,Panama Canal,25
2026-06-11,Strait of Hormuz,7
2026-06-11,Suez Canal,36
2026-06-11,Sunda Strait,27
2026-06-11,Taiwan Strait,244
2026-06-11,Torres Strait,11
2026-06-11,Tsugaru Strait,57
2026-06-11,Windward Passage,20
2026-06-11,Yucatan Channel,48
2026-06-12,Bab el-Mandeb Strait,41
2026-06-12,Balabac Strait,8
2026-06-12,Bering Strait,0
2026-06-12,Bohai Strait,161
2026-06-12,Bosporus Strait,75
2026-06-12,Cape of Good Hope,76
2026-06-12,Dover Strait,172
2026-06-12,Gibraltar Strait,122
2026-06-12,Kerch Strait,6
2026-06-12,Korea Strait,213
2026-06-12,Lombok Strait,36
2026-06-12,Luzon Strait,83
2026-06-12,Magellan Strait,4
2026-06-12,Makassar Strait,52
2026-06-12,Malacca Strait,211
2026-06-12,Mindoro Strait,58
2026-06-12,Mona Passage,12
2026-06-12,Ombai Strait,14
2026-06-12,Oresund Strait,41
2026-06-12,Panama Canal,24
2026-06-12,Strait of Hormuz,7
2026-06-12,Suez Canal,29
2026-06-12,Sunda Strait,26
2026-06-12,Taiwan Strait,240
2026-06-12,Torres Strait,12
2026-06-12,Tsugaru Strait,59
2026-06-12,Windward Passage,18
2026-06-12,Yucatan Channel,46
2026-06-13,Bab el-Mandeb Strait,37
2026-06-13,Balabac Strait,14
2026-06-13,Bering Strait,0
2026-06-13,Bohai Strait,171
2026-06-13,Bosporus Strait,88
2026-06-13,Cape of Good Hope,79
2026-06-13,Dover Strait,173
2026-06-13,Gibraltar Strait,163
2026-06-13,Kerch Strait,7
2026-06-13,Korea Strait,240
2026-06-13,Lombok Strait,41
2026-06-13,Luzon Strait,86
2026-06-13,Magellan Strait,6
2026-06-13,Makassar Strait,52
2026-06-13,Malacca Strait,227
2026-06-13,Mindoro Strait,68
2026-06-13,Mona Passage,10
2026-06-13,Ombai Strait,9
2026-06-13,Oresund Strait,55
2026-06-13,Panama Canal,23
2026-06-13,Strait of Hormuz,4
2026-06-13,Suez Canal,40
2026-06-13,Sunda Strait,33
2026-06-13,Taiwan Strait,243
2026-06-13,Torres Strait,12
2026-06-13,Tsugaru Strait,56
2026-06-13,Windward Passage,12
2026-06-13,Yucatan Channel,58
2026-06-14,Bab el-Mandeb Strait,33
2026-06-14,Balabac Strait,15
2026-06-14,Bering Strait,0
2026-06-14,Bohai Strait,151
2026-06-14,Bosporus Strait,89
2026-06-14,Cape of Good Hope,107
2026-06-14,Dover Strait,167
2026-06-14,Gibraltar Strait,114
2026-06-14,Kerch Strait,11
2026-06-14,Korea Strait,214
2026-06-14,Lombok Strait,45
2026-06-14,Luzon Strait,104
2026-06-14,Magellan Strait,4
2026-06-14,Makassar Strait,39
2026-06-14,Malacca Strait,224
2026-06-14,Mindoro Strait,49
2026-06-14,Mona Passage,10
2026-06-14,Ombai Strait,11
2026-06-14,Oresund Strait,31
2026-06-14,Panama Canal,25
2026-06-14,Strait of Hormuz,6
2026-06-14,Suez Canal,40
2026-06-14,Sunda Strait,30
2026-06-14,Taiwan Strait,233
2026-06-14,Torres Strait,7
2026-06-14,Tsugaru Strait,52
2026-06-14,Windward Passage,21
2026-06-14,Yucatan Channel,45
2026-06-15,Bab el-Mandeb Strait,35
2026-06-15,Balabac Strait,7
2026-06-15,Bering Strait,1
2026-06-15,Bohai Strait,154
2026-06-15,Bosporus Strait,77
2026-06-15,Cape of Good Hope,96
2026-06-15,Dover Strait,146
2026-06-15,Gibraltar Strait,141
2026-06-15,Kerch Strait,6
2026-06-15,Korea Strait,221
2026-06-15,Lombok Strait,33
2026-06-15,Luzon Strait,120
2026-06-15,Magellan Strait,5
2026-06-15,Makassar Strait,59
2026-06-15,Malacca Strait,227
2026-06-15,Mindoro Strait,52
2026-06-15,Mona Passage,7
2026-06-15,Ombai Strait,11
2026-06-15,Oresund Strait,39
2026-06-15,Panama Canal,24
2026-06-15,Strait of Hormuz,11
2026-06-15,Suez Canal,39
2026-06-15,Sunda Strait,27
2026-06-15,Taiwan Strait,232
2026-06-15,Torres Strait,9
2026-06-15,Tsugaru Strait,46
2026-06-15,Windward Passage,18
2026-06-15,Yucatan Channel,54
2026-06-16,Bab el-Mandeb Strait,25
2026-06-16,Balabac Strait,17
2026-06-16,Bering Strait,0
2026-06-16,Bohai Strait,176
2026-06-16,Bosporus Strait,78
2026-06-16,Cape of Good Hope,97
2026-06-16,Dover Strait,160
2026-06-16,Gibraltar Strait,137
2026-06-16,Kerch Strait,9
2026-06-16,Korea Strait,210
2026-06-16,Lombok Strait,41
2026-06-16,Luzon Strait,102
2026-06-16,Magellan Strait,8
2026-06-16,Makassar Strait,59
2026-06-16,Malacca Strait,232
2026-06-16,Mindoro Strait,43
2026-06-16,Mona Passage,8
2026-06-16,Ombai Strait,7
2026-06-16,Oresund Strait,44
2026-06-16,Panama Canal,24
2026-06-16,Strait of Hormuz,12
2026-06-16,Suez Canal,21
2026-06-16,Sunda Strait,39
2026-06-16,Taiwan Strait,246
2026-06-16,Torres Strait,15
2026-06-16,Tsugaru Strait,76
2026-06-16,Windward Passage,18
2026-06-16,Yucatan Channel,46
2026-06-17,Bab el-Mandeb Strait,42
2026-06-17,Balabac Strait,6
2026-06-17,Bering Strait,0
2026-06-17,Bohai Strait,161
2026-06-17,Bosporus Strait,55
2026-06-17,Cape of Good Hope,83
2026-06-17,Dover Strait,160
2026-06-17,Gibraltar Strait,123
2026-06-17,Kerch Strait,12
2026-06-17,Korea Strait,221
2026-06-17,Lombok Strait,35
2026-06-17,Luzon Strait,112
2026-06-17,Magellan Strait,8
2026-06-17,Makassar Strait,46
2026-06-17,Malacca Strait,204
2026-06-17,Mindoro Strait,64
2026-06-17,Mona Passage,8
2026-06-17,Ombai Strait,14
2026-06-17,Oresund Strait,41
2026-06-17,Panama Canal,23
2026-06-17,Strait of Hormuz,15
2026-06-17,Suez Canal,30
2026-06-17,Sunda Strait,34
2026-06-17,Taiwan Strait,248
2026-06-17,Torres Strait,13
2026-06-17,Tsugaru Strait,56
2026-06-17,Windward Passage,12
2026-06-17,Yucatan Channel,49
2026-06-18,Bab el-Mandeb Strait,40
2026-06-18,Balabac Strait,17
2026-06-18,Bering Strait,1
2026-06-18,Bohai Strait,171
2026-06-18,Bosporus Strait,90
2026-06-18,Cape of Good Hope,93
2026-06-18,Dover Strait,145
2026-06-18,Gibraltar Strait,140
2026-06-18,Kerch Strait,5
2026-06-18,Korea Strait,217
2026-06-18,Lombok Strait,40
2026-06-18,Luzon Strait,96
2026-06-18,Magellan Strait,3
2026-06-18,Makassar Strait,58
2026-06-18,Malacca Strait,210
2026-06-18,Mindoro Strait,58
2026-06-18,Mona Passage,15
2026-06-18,Ombai Strait,12
2026-06-18,Oresund Strait,35
2026-06-18,Panama Canal,35
2026-06-18,Strait of Hormuz,22
2026-06-18,Suez Canal,38
2026-06-18,Sunda Strait,34
2026-06-18,Taiwan Strait,270
2026-06-18,Torres Strait,9
2026-06-18,Tsugaru Strait,47
2026-06-18,Windward Passage,16
2026-06-18,Yucatan Channel,47
2026-06-19,Bab el-Mandeb Strait,39
2026-06-19,Balabac Strait,8
2026-06-19,Bering Strait,0
2026-06-19,Bohai Strait,158
2026-06-19,Bosporus Strait,99
2026-06-19,Cape of Good Hope,94
2026-06-19,Dover Strait,164
2026-06-19,Gibraltar Strait,132
2026-06-19,Kerch Strait,23
2026-06-19,Korea Strait,213
2026-06-19,Lombok Strait,35
2026-06-19,Luzon Strait,87
2026-06-19,Magellan Strait,7
2026-06-19,Makassar Strait,59
2026-06-19,Malacca Strait,193
2026-06-19,Mindoro Strait,57
2026-06-19,Mona Passage,11
2026-06-19,Ombai Strait,9
2026-06-19,Oresund Strait,39
2026-06-19,Panama Canal,32
2026-06-19,Strait of Hormuz,13
2026-06-19,Suez Canal,47
2026-06-19,Sunda Strait,27
2026-06-19,Taiwan Strait,231
2026-06-19,Torres Strait,7
2026-06-19,Tsugaru Strait,51
2026-06-19,Windward Passage,10
2026-06-19,Yucatan Channel,47
2026-06-20,Bab el-Mandeb Strait,39
2026-06-20,Balabac Strait,9
2026-06-20,Bering Strait,0
2026-06-20,Bohai Strait,166
2026-06-20,Bosporus Strait,89
2026-06-20,Cape of Good Hope,98
2026-06-20,Dover Strait,155
2026-06-20,Gibraltar Strait,163
2026-06-20,Kerch Strait,14
2026-06-20,Korea Strait,196
2026-06-20,Lombok Strait,42
2026-06-20,Luzon Strait,109
2026-06-20,Magellan Strait,2
2026-06-20,Makassar Strait,69
2026-06-20,Malacca Strait,223
2026-06-20,Mindoro Strait,49
2026-06-20,Mona Passage,6
2026-06-20,Ombai Strait,13
2026-06-20,Oresund Strait,48
2026-06-20,Panama Canal,33
2026-06-20,Strait of Hormuz,26
2026-06-20,Suez Canal,41
2026-06-20,Sunda Strait,39
2026-06-20,Taiwan Strait,237
2026-06-20,Torres Strait,13
2026-06-20,Tsugaru Strait,50
2026-06-20,Windward Passage,13
2026-06-20,Yucatan Channel,50
2026-06-21,Bab el-Mandeb Strait,37
2026-06-21,Balabac Strait,12
2026-06-21,Bering Strait,0
2026-06-21,Bohai Strait,165
2026-06-21,Bosporus Strait,77
2026-06-21,Cape of Good Hope,106
2026-06-21,Dover Strait,176
2026-06-21,Gibraltar Strait,124
2026-06-21,Kerch Strait,11
2026-06-21,Korea Strait,238
2026-06-21,Lombok Strait,38
2026-06-21,Luzon Strait,106
2026-06-21,Magellan Strait,6
2026-06-21,Makassar Strait,46
2026-06-21,Malacca Strait,235
2026-06-21,Mindoro Strait,63
2026-06-21,Mona Passage,18
2026-06-21,Ombai Strait,12
2026-06-21,Oresund Strait,38
2026-06-21,Panama Canal,36
2026-06-21,Strait of Hormuz,8
2026-06-21,Suez Canal,48
2026-06-21,Sunda Strait,38
2026-06-21,Taiwan Strait,248
2026-06-21,Torres Strait,8
2026-06-21,Tsugaru Strait,48
2026-06-21,Windward Passage,12
2026-06-21,Yucatan Channel,67
2026-06-22,Bab el-Mandeb Strait,29
2026-06-22,Balabac Strait,4
2026-06-22,Bering Strait,0
2026-06-22,Bohai Strait,188
2026-06-22,Bosporus Strait,77
2026-06-22,Cape of Good Hope,110
2026-06-22,Dover Strait,153
2026-06-22,Gibraltar Strait,148
2026-06-22,Kerch Strait,11
2026-06-22,Korea Strait,232
2026-06-22,Lombok Strait,37
2026-06-22,Luzon Strait,83
2026-06-22,Magellan Strait,1
2026-06-22,Makassar Strait,57
2026-06-22,Malacca Strait,263
2026-06-22,Mindoro Strait,60
2026-06-22,Mona Passage,9
2026-06-22,Ombai Strait,7
2026-06-22,Oresund Strait,33
2026-06-22,Panama Canal,32
2026-06-22,Strait of Hormuz,14
2026-06-22,Suez Canal,40
2026-06-22,Sunda Strait,26
2026-06-22,Taiwan Strait,258
2026-06-22,Torres Strait,9
2026-06-22,Tsugaru Strait,46
2026-06-22,Windward Passage,21
2026-06-22,Yucatan Channel,58
2026-06-23,Bab el-Mandeb Strait,30
2026-06-23,Balabac Strait,10
2026-06-23,Bering Strait,0
2026-06-23,Bohai Strait,166
2026-06-23,Bosporus Strait,79
2026-06-23,Cape of Good Hope,90
2026-06-23,Dover Strait,154
2026-06-23,Gibraltar Strait,133
2026-06-23,Kerch Strait,14
2026-06-23,Korea Strait,197
2026-06-23,Lombok Strait,35
2026-06-23,Luzon Strait,32
2026-06-23,Magellan Strait,4
2026-06-23,Makassar Strait,63
2026-06-23,Malacca Strait,233
2026-06-23,Mindoro Strait,66
2026-06-23,Mona Passage,5
2026-06-23,Ombai Strait,9
2026-06-23,Oresund Strait,46
2026-06-23,Panama Canal,34
2026-06-23,Strait of Hormuz,15
2026-06-23,Suez Canal,48
2026-06-23,Sunda Strait,34
2026-06-23,Taiwan Strait,325
2026-06-23,Torres Strait,9
2026-06-23,Tsugaru Strait,52
2026-06-23,Windward Passage,21
2026-06-23,Yucatan Channel,47
2026-06-24,Bab el-Mandeb Strait,36
2026-06-24,Balabac Strait,13
2026-06-24,Bering Strait,0
2026-06-24,Bohai Strait,162
2026-06-24,Bosporus Strait,66
2026-06-24,Cape of Good Hope,78
2026-06-24,Dover Strait,174
2026-06-24,Gibraltar Strait,125
2026-06-24,Kerch Strait,11
2026-06-24,Korea Strait,251
2026-06-24,Lombok Strait,35
2026-06-24,Luzon Strait,25
2026-06-24,Magellan Strait,7
2026-06-24,Makassar Strait,48
2026-06-24,Malacca Strait,217
2026-06-24,Mindoro Strait,60
2026-06-24,Mona Passage,12
2026-06-24,Ombai Strait,6
2026-06-24,Oresund Strait,32
2026-06-24,Panama Canal,27
2026-06-24,Strait of Hormuz,51
2026-06-24,Suez Canal,37
2026-06-24,Sunda Strait,32
2026-06-24,Taiwan Strait,313
2026-06-24,Torres Strait,9
2026-06-24,Tsugaru Strait,62
2026-06-24,Windward Passage,13
2026-06-24,Yucatan Channel,57
2026-06-25,Bab el-Mandeb Strait,46
2026-06-25,Balabac Strait,11
2026-06-25,Bering Strait,0
2026-06-25,Bohai Strait,170
2026-06-25,Bosporus Strait,86
2026-06-25,Cape of Good Hope,90
2026-06-25,Dover Strait,146
2026-06-25,Gibraltar Strait,116
2026-06-25,Kerch Strait,14
2026-06-25,Korea Strait,247
2026-06-25,Lombok Strait,39
2026-06-25,Luzon Strait,69
2026-06-25,Magellan Strait,3
2026-06-25,Makassar Strait,60
2026-06-25,Malacca Strait,239
2026-06-25,Mindoro Strait,70
2026-06-25,Mona Passage,16
2026-06-25,Ombai Strait,11
2026-06-25,Oresund Strait,34
2026-06-25,Panama Canal,33
2026-06-25,Strait of Hormuz,50
2026-06-25,Suez Canal,50
2026-06-25,Sunda Strait,33
2026-06-25,Taiwan Strait,244
2026-06-25,Torres Strait,12
2026-06-25,Tsugaru Strait,47
2026-06-25,Windward Passage,10
2026-06-25,Yucatan Channel,53
2026-06-26,Bab el-Mandeb Strait,36
2026-06-26,Balabac Strait,17
2026-06-26,Bering Strait,0
2026-06-26,Bohai Strait,174
2026-06-26,Bosporus Strait,98
2026-06-26,Cape of Good Hope,91
2026-06-26,Dover Strait,158
2026-06-26,Gibraltar Strait,136
2026-06-26,Kerch Strait,12
2026-06-26,Korea Strait,234
2026-06-26,Lombok Strait,28
2026-06-26,Luzon Strait,73
2026-06-26,Magellan Strait,6
2026-06-26,Makassar Strait,75
2026-06-26,Malacca Strait,235
2026-06-26,Mindoro Strait,60
2026-06-26,Mona Passage,6
2026-06-26,Ombai Strait,10
2026-06-26,Oresund Strait,51
2026-06-26,Panama Canal,36
2026-06-26,Strait of Hormuz,37
2026-06-26,Suez Canal,39
2026-06-26,Sunda Strait,40
2026-06-26,Taiwan Strait,274
2026-06-26,Torres Strait,7
2026-06-26,Tsugaru Strait,60
2026-06-26,Windward Passage,21
2026-06-26,Yucatan Channel,60
2026-06-27,Bab el-Mandeb Strait,32
2026-06-27,Balabac Strait,13
2026-06-27,Bering Strait,0
2026-06-27,Bohai Strait,167
2026-06-27,Bosporus Strait,81
2026-06-27,Cape of Good Hope,105
2026-06-27,Dover Strait,162
2026-06-27,Gibraltar Strait,140
2026-06-27,Kerch Strait,6
2026-06-27,Korea Strait,231
2026-06-27,Lombok Strait,42
2026-06-27,Luzon Strait,83
2026-06-27,Magellan Strait,5
2026-06-27,Makassar Strait,56
2026-06-27,Malacca Strait,232
2026-06-27,Mindoro Strait,54
2026-06-27,Mona Passage,14
2026-06-27,Ombai Strait,9
2026-06-27,Oresund Strait,35
2026-06-27,Panama Canal,33
2026-06-27,Strait of Hormuz,27
2026-06-27,Suez Canal,39
2026-06-27,Sunda Strait,32
2026-06-27,Taiwan Strait,257
2026-06-27,Torres Strait,9
2026-06-27,Tsugaru Strait,68
2026-06-27,Windward Passage,11
2026-06-27,Yucatan Channel,53
2026-06-28,Bab el-Mandeb Strait,37
2026-06-28,Balabac Strait,10
2026-06-28,Bering Strait,0
2026-06-28,Bohai Strait,177
2026-06-28,Bosporus Strait,63
2026-06-28,Cape of Good Hope,79
2026-06-28,Dover Strait,166
2026-06-28,Gibraltar Strait,129
2026-06-28,Kerch Strait,9
2026-06-28,Korea Strait,221
2026-06-28,Lombok Strait,45
2026-06-28,Luzon Strait,81
2026-06-28,Magellan Strait,6
2026-06-28,Makassar Strait,61
2026-06-28,Malacca Strait,215
2026-06-28,Mindoro Strait,61
2026-06-28,Mona Passage,9
2026-06-28,Ombai Strait,11
2026-06-28,Oresund Strait,44
2026-06-28,Panama Canal,33
2026-06-28,Strait of Hormuz,20
2026-06-28,Suez Canal,44
2026-06-28,Sunda Strait,40
2026-06-28,Taiwan Strait,247
2026-06-28,Torres Strait,5
2026-06-28,Tsugaru Strait,42
2026-06-28,Windward Passage,12
2026-06-28,Yucatan Channel,53
2026-06-29,Bab el-Mandeb Strait,35
2026-06-29,Balabac Strait,13
2026-06-29,Bering Strait,0
2026-06-29,Bohai Strait,135
2026-06-29,Bosporus Strait,86
2026-06-29,Cape of Good Hope,88
2026-06-29,Dover Strait,130
2026-06-29,Gibraltar Strait,140
2026-06-29,Kerch Strait,11
2026-06-29,Korea Strait,210
2026-06-29,Lombok Strait,29
2026-06-29,Luzon Strait,97
2026-06-29,Magellan Strait,3
2026-06-29,Makassar Strait,52
2026-06-29,Malacca Strait,189
2026-06-29,Mindoro Strait,51
2026-06-29,Mona Passage,13
2026-06-29,Ombai Strait,13
2026-06-29,Oresund Strait,41
2026-06-29,Panama Canal,29
2026-06-29,Strait of Hormuz,31
2026-06-29,Suez Canal,34
2026-06-29,Sunda Strait,32
2026-06-29,Taiwan Strait,264
2026-06-29,Torres Strait,9
2026-06-29,Tsugaru Strait,54
2026-06-29,Windward Passage,14
2026-06-29,Yucatan Channel,56
2026-06-30,Bab el-Mandeb Strait,37
2026-06-30,Balabac Strait,4
2026-06-30,Bering Strait,1
2026-06-30,Bohai Strait,169
2026-06-30,Bosporus Strait,97
2026-06-30,Cape of Good Hope,102
2026-06-30,Dover Strait,162
2026-06-30,Gibraltar Strait,133
2026-06-30,Kerch Strait,13
2026-06-30,Korea Strait,237
2026-06-30,Lombok Strait,46
2026-06-30,Luzon Strait,102
2026-06-30,Magellan Strait,4
2026-06-30,Makassar Strait,78
2026-06-30,Malacca Strait,246
2026-06-30,Mindoro Strait,52
2026-06-30,Mona Passage,13
2026-06-30,Ombai Strait,8
2026-06-30,Oresund Strait,42
2026-06-30,Panama Canal,31
2026-06-30,Strait of Hormuz,21
2026-06-30,Suez Canal,47
2026-06-30,Sunda Strait,23
2026-06-30,Taiwan Strait,259
2026-06-30,Torres Strait,11
2026-06-30,Tsugaru Strait,50
2026-06-30,Windward Passage,21
2026-06-30,Yucatan Channel,65
2026-07-01,Bab el-Mandeb Strait,31
2026-07-01,Balabac Strait,11
2026-07-01,Bering Strait,0
2026-07-01,Bohai Strait,163
2026-07-01,Bosporus Strait,62
2026-07-01,Cape of Good Hope,100
2026-07-01,Dover Strait,154
2026-07-01,Gibraltar Strait,134
2026-07-01,Kerch Strait,8
2026-07-01,Korea Strait,211
2026-07-01,Lombok Strait,37
2026-07-01,Luzon Strait,103
2026-07-01,Magellan Strait,8
2026-07-01,Makassar Strait,44
2026-07-01,Malacca Strait,236
2026-07-01,Mindoro Strait,55
2026-07-01,Mona Passage,11
2026-07-01,Ombai Strait,6
2026-07-01,Oresund Strait,40
2026-07-01,Panama Canal,36
2026-07-01,Strait of Hormuz,40
2026-07-01,Suez Canal,34
2026-07-01,Sunda Strait,32
2026-07-01,Taiwan Strait,241
2026-07-01,Torres Strait,13
2026-07-01,Tsugaru Strait,58
2026-07-01,Windward Passage,17
2026-07-01,Yucatan Channel,50
2026-07-02,Bab el-Mandeb Strait,39
2026-07-02,Balabac Strait,13
2026-07-02,Bering Strait,0
2026-07-02,Bohai Strait,157
2026-07-02,Bosporus Strait,63
2026-07-02,Cape of Good Hope,97
2026-07-02,Dover Strait,147
2026-07-02,Gibraltar Strait,127
2026-07-02,Kerch Strait,7
2026-07-02,Korea Strait,248
2026-07-02,Lombok Strait,41
2026-07-02,Luzon Strait,90
2026-07-02,Magellan Strait,7
2026-07-02,Makassar Strait,41
2026-07-02,Malacca Strait,211
2026-07-02,Mindoro Strait,53
2026-07-02,Mona Passage,8
2026-07-02,Ombai Strait,12
2026-07-02,Oresund Strait,29
2026-07-02,Panama Canal,31
2026-07-02,Strait of Hormuz,34
2026-07-02,Suez Canal,44
2026-07-02,Sunda Strait,38
2026-07-02,Taiwan Strait,234
2026-07-02,Torres Strait,8
2026-07-02,Tsugaru Strait,47
2026-07-02,Windward Passage,10
2026-07-02,Yucatan Channel,64
2026-07-03,Bab el-Mandeb Strait,31
2026-07-03,Balabac Strait,11
2026-07-03,Bering Strait,0
2026-07-03,Bohai Strait,155
2026-07-03,Bosporus Strait,87
2026-07-03,Cape of Good Hope,101
2026-07-03,Dover Strait,179
2026-07-03,Gibraltar Strait,128
2026-07-03,Kerch Strait,6
2026-07-03,Korea Strait,222
2026-07-03,Lombok Strait,39
2026-07-03,Luzon Strait,99
2026-07-03,Magellan Strait,4
2026-07-03,Makassar Strait,58
2026-07-03,Malacca Strait,240
2026-07-03,Mindoro Strait,61
2026-07-03,Mona Passage,10
2026-07-03,Ombai Strait,1
2026-07-03,Oresund Strait,40
2026-07-03,Panama Canal,34
2026-07-03,Strait of Hormuz,31
2026-07-03,Suez Canal,49
2026-07-03,Sunda Strait,26
2026-07-03,Taiwan Strait,258
2026-07-03,Torres Strait,10
2026-07-03,Tsugaru Strait,64
2026-07-03,Windward Passage,18
2026-07-03,Yucatan Channel,46
2026-07-04,Bab el-Mandeb Strait,31
2026-07-04,Balabac Strait,12
2026-07-04,Bering Strait,2
2026-07-04,Bohai Strait,149
2026-07-04,Bosporus Strait,85
2026-07-04,Cape of Good Hope,68
2026-07-04,Dover Strait,173
2026-07-04,Gibraltar Strait,132
2026-07-04,Kerch Strait,3
2026-07-04,Korea Strait,214
2026-07-04,Lombok Strait,38
2026-07-04,Luzon Strait,114
2026-07-04,Magellan Strait,6
2026-07-04,Makassar Strait,47
2026-07-04,Malacca Strait,241
2026-07-04,Mindoro Strait,62
2026-07-04,Mona Passage,14
2026-07-04,Ombai Strait,10
2026-07-04,Oresund Strait,50
2026-07-04,Panama Canal,30
2026-07-04,Strait of Hormuz,22
2026-07-04,Suez Canal,41
2026-07-04,Sunda Strait,26
2026-07-04,Taiwan Strait,230
2026-07-04,Torres Strait,8
2026-07-04,Tsugaru Strait,71
2026-07-04,Windward Passage,19
2026-07-04,Yucatan Channel,67
2026-07-05,Bab el-Mandeb Strait,34
2026-07-05,Balabac Strait,11
2026-07-05,Bering Strait,0
2026-07-05,Bohai Strait,171
2026-07-05,Bosporus Strait,87
2026-07-05,Cape of Good Hope,115
2026-07-05,Dover Strait,145
2026-07-05,Gibraltar Strait,131
2026-07-05,Kerch Strait,10
2026-07-05,Korea Strait,223
2026-07-05,Lombok Strait,35
2026-07-05,Luzon Strait,97
2026-07-05,Magellan Strait,6
2026-07-05,Makassar Strait,61
2026-07-05,Malacca Strait,235
2026-07-05,Mindoro Strait,40
2026-07-05,Mona Passage,12
2026-07-05,Ombai Strait,11
2026-07-05,Oresund Strait,49
2026-07-05,Panama Canal,36
2026-07-05,Strait of Hormuz,26
2026-07-05,Suez Canal,46
2026-07-05,Sunda Strait,34
2026-07-05,Taiwan Strait,250
2026-07-05,Torres Strait,4
2026-07-05,Tsugaru Strait,60
2026-07-05,Windward Passage,23
2026-07-05,Yucatan Channel,57
2026-07-06,Bab el-Mandeb Strait,28
2026-07-06,Balabac Strait,15
2026-07-06,Bering Strait,3
2026-07-06,Bohai Strait,155
2026-07-06,Bosporus Strait,68
2026-07-06,Cape of Good Hope,99
2026-07-06,Dover Strait,177
2026-07-06,Gibraltar Strait,126
2026-07-06,Kerch Strait,1
2026-07-06,Korea Strait,205
2026-07-06,Lombok Strait,37
2026-07-06,Luzon Strait,93
2026-07-06,Magellan Strait,5
2026-07-06,Makassar Strait,58
2026-07-06,Malacca Strait,238
2026-07-06,Mindoro Strait,63
2026-07-06,Mona Passage,15
2026-07-06,Ombai Strait,8
2026-07-06,Oresund Strait,38
2026-07-06,Panama Canal,29
2026-07-06,Strait of Hormuz,28
2026-07-06,Suez Canal,36
2026-07-06,Sunda Strait,32
2026-07-06,Taiwan Strait,242
2026-07-06,Torres Strait,11
2026-07-06,Tsugaru Strait,55
2026-07-06,Windward Passage,13
2026-07-06,Yucatan Channel,53
2026-07-07,Bab el-Mandeb Strait,27
2026-07-07,Balabac Strait,15
2026-07-07,Bering Strait,0
2026-07-07,Bohai Strait,148
2026-07-07,Bosporus Strait,84
2026-07-07,Cape of Good Hope,97
2026-07-07,Dover Strait,165
2026-07-07,Gibraltar Strait,132
2026-07-07,Kerch Strait,4
2026-07-07,Korea Strait,216
2026-07-07,Lombok Strait,24
2026-07-07,Luzon Strait,69
2026-07-07,Magellan Strait,7
2026-07-07,Makassar Strait,59
2026-07-07,Malacca Strait,234
2026-07-07,Mindoro Strait,47
2026-07-07,Mona Passage,11
2026-07-07,Ombai Strait,8
2026-07-07,Oresund Strait,40
2026-07-07,Panama Canal,27
2026-07-07,Strait of Hormuz,28
2026-07-07,Suez Canal,40
2026-07-07,Sunda Strait,32
2026-07-07,Taiwan Strait,271
2026-07-07,Torres Strait,6
2026-07-07,Tsugaru Strait,45
2026-07-07,Windward Passage,19
2026-07-07,Yucatan Channel,48
2026-07-08,Bab el-Mandeb Strait,31
2026-07-08,Balabac Strait,7
2026-07-08,Bering Strait,3
2026-07-08,Bohai Strait,163
2026-07-08,Bosporus Strait,92
2026-07-08,Cape of Good Hope,76
2026-07-08,Dover Strait,159
2026-07-08,Gibraltar Strait,129
2026-07-08,Kerch Strait,5
2026-07-08,Korea Strait,224
2026-07-08,Lombok Strait,37
2026-07-08,Luzon Strait,36
2026-07-08,Magellan Strait,9
2026-07-08,Makassar Strait,48
2026-07-08,Malacca Strait,246
2026-07-08,Mindoro Strait,67
2026-07-08,Mona Passage,11
2026-07-08,Ombai Strait,9
2026-07-08,Oresund Strait,31
2026-07-08,Panama Canal,32
2026-07-08,Strait of Hormuz,15
