date,component,value
2026-09-14,ID,0.9991
2026-09-14,IE,1.0001
2026-09-14,IL,1.0035
2026-09-14,IN,0.997
2026-09-14,IQ,0.998
2026-09-14,IR,1.0015
2026-09-14,IS,0.9997
2026-09-14,IT,0.9966
2026-09-14,JM,0.9992
2026-09-14,JO,1.0004
2026-09-14,JP,1
2026-09-14,KE,0.9999
2026-09-14,KG,1
2026-09-14,KH,0.999
2026-09-14,KR,1.0002
2026-09-14,KW,0.9975
2026-09-14,KZ,1.0071
2026-09-14,LB,1.0001
2026-09-14,LK,1.0007
2026-09-14,LS,1
2026-09-14,LT,0.9966
2026-09-14,LU,0.9996
2026-09-14,LV,0.9993
2026-09-14,LY,0.9949
2026-09-14,MA,1
2026-09-14,MD,1.0002
2026-09-14,ME,1
2026-09-14,MG,0.9996
2026-09-14,MK,1
2026-09-14,MM,1.0007
2026-09-14,MN,0.9949
2026-09-14,MO,1
2026-09-14,MQ,1
2026-09-14,MT,1
2026-09-14,MU,0.9997
2026-09-14,MW,1
2026-09-14,MX,1.0003
2026-09-14,MY,1
2026-09-14,MZ,0.9971
2026-09-14,NA,1
2026-09-14,NC,1
2026-09-14,NG,0.9846
2026-09-14,NI,1.0007
2026-09-14,NL,1.0017
2026-09-14,NO,1
2026-09-14,NP,0.9937
2026-09-14,NZ,0.9951
2026-09-14,OM,0.9925
2026-09-14,PA,0.9993
2026-09-14,PE,1.0001
2026-09-14,PH,0.9993
2026-09-14,PK,0.9999
2026-09-14,PL,0.9995
2026-09-14,PR,1
2026-09-14,PS,0.9971
2026-09-14,PT,0.9456
2026-09-14,PY,1
2026-09-14,QA,1
2026-09-14,RE,1
2026-09-14,RO,1
2026-09-14,RS,0.9982
2026-09-14,RU,0.9983
2026-09-14,RW,1
2026-09-14,SA,0.9999
2026-09-14,SC,0.9972
2026-09-14,SD,0.999
2026-09-14,SE,1.0001
2026-09-14,SG,1.0021
2026-09-14,SI,1.0001
2026-09-14,SK,0.9998
2026-09-14,SN,0.9987
2026-09-14,SV,1.0004
2026-09-14,SY,0.9712
2026-09-14,TG,1.0018
2026-09-14,TH,0.9996
2026-09-14,TN,1
2026-09-14,TR,1
2026-09-14,TT,1
2026-09-14,TW,1
2026-09-14,TZ,0.9996
2026-09-14,UA,0.997
2026-09-14,UG,0.9998
2026-09-14,US,1.0001
2026-09-14,UY,1
2026-09-14,UZ,1.0002
2026-09-14,VE,0.9924
2026-09-14,VI,1
2026-09-14,VN,0.9994
2026-09-14,YE,1
2026-09-14,ZA,0.9998
2026-09-14,ZM,0.9998
2026-09-14,ZW,1
2026-09-15,AE,0.9999
2026-09-15,AF,0.9952
2026-09-15,AL,0.9996
2026-09-15,AM,0.9945
2026-09-15,AO,0.9309
2026-09-15,AR,0.9999
2026-09-15,AT,1.0002
2026-09-15,AU,0.9999
2026-09-15,AZ,1.0162
2026-09-15,BA,1
2026-09-15,BD,1.0001
2026-09-15,BE,1.0002
2026-09-15,BF,0.9996
2026-09-15,BG,1.0005
2026-09-15,BH,0.9991
2026-09-15,BJ,0.9989
2026-09-15,BN,1.0092
2026-09-15,BO,0.9947
2026-09-15,BR,1.0233
2026-09-15,BS,1
2026-09-15,BW,0.9985
2026-09-15,BY,0.9987
2026-09-15,CA,0.9997
2026-09-15,CG,0.993
2026-09-15,CH,1.0008
2026-09-15,CI,1.0031
2026-09-15,CL,1.003
2026-09-15,CM,1.0055
2026-09-15,CN,1.0004
2026-09-15,CO,0.9991
2026-09-15,CR,1
2026-09-15,CU,1
2026-09-15,CW,1
2026-09-15,CY,0.9992
2026-09-15,CZ,0.9999
2026-09-15,DE,1
2026-09-15,DK,1.0002
2026-09-15,DO,0.9989
2026-09-15,DZ,1
2026-09-15,EC,1
2026-09-15,EE,0.9995
2026-09-15,EG,0.9932
2026-09-15,ES,1.0019
2026-09-15,ET,1
2026-09-15,FI,0.9981
2026-09-15,FJ,1
2026-09-15,FR,1
2026-09-15,GA,0.9999
2026-09-15,GB,0.996
2026-09-15,GE,1.0022
2026-09-15,GH,1.0002
2026-09-15,GM,0.9996
2026-09-15,GP,1
2026-09-15,GR,0.9976
2026-09-15,GT,1.0007
2026-09-15,GU,1.001
2026-09-15,HK,0.9996
2026-09-15,HN,0.9997
2026-09-15,HR,1.0001
2026-09-15,HT,1
2026-09-15,HU,0.9997
2026-09-15,ID,0.9992
2026-09-15,IE,0.9999
2026-09-15,IL,1.0034
2026-09-15,IN,0.996
2026-09-15,IQ,0.9993
2026-09-15,IR,0.9935
2026-09-15,IS,0.9997
2026-09-15,IT,0.996
2026-09-15,JM,0.9992
2026-09-15,JO,1
2026-09-15,JP,1
2026-09-15,KE,0.9997
2026-09-15,KG,1
2026-09-15,KH,0.9994
2026-09-15,KR,1.0002
2026-09-15,KW,0.9997
2026-09-15,KZ,1.0074
2026-09-15,LB,0.9995
2026-09-15,LK,1.0004
2026-09-15,LS,1
2026-09-15,LT,0.9967
2026-09-15,LU,0.9986
2026-09-15,LV,0.9992
2026-09-15,LY,0.9966
2026-09-15,MA,1
2026-09-15,MD,0.9987
2026-09-15,ME,1
2026-09-15,MG,0.9996
2026-09-15,MK,0.9956
2026-09-15,MM,1.0008
2026-09-15,MN,0.9972
2026-09-15,MO,1
2026-09-15,MQ,1
2026-09-15,MT,1
2026-09-15,MU,0.9991
2026-09-15,MW,0.9982
2026-09-15,MX,0.9977
2026-09-15,MY,1
2026-09-15,MZ,0.9986
2026-09-15,NA,1
2026-09-15,NC,1
2026-09-15,NG,0.9842
2026-09-15,NI,1.0007
2026-09-15,NL,1.0009
2026-09-15,NO,0.9994
2026-09-15,NP,1.0025
2026-09-15,NZ,0.994
2026-09-15,OM,1
2026-09-15,PA,0.9978
2026-09-15,PE,0.9999
2026-09-15,PH,1.0001
2026-09-15,PK,1
2026-09-15,PL,0.9997
2026-09-15,PR,1
2026-09-15,PS,0.9969
2026-09-15,PT,1
2026-09-15,PY,0.9864
2026-09-15,QA,1
2026-09-15,RE,1
2026-09-15,RO,1
2026-09-15,RS,0.9982
2026-09-15,RU,0.9996
2026-09-15,RW,0.9986
2026-09-15,SA,1
2026-09-15,SC,1.0018
2026-09-15,SD,1
2026-09-15,SE,1.0002
2026-09-15,SG,1.0022
2026-09-15,SI,0.9994
2026-09-15,SK,0.9999
2026-09-15,SN,0.9991
2026-09-15,SV,1
2026-09-15,SY,0.9871
2026-09-15,TG,1.0018
2026-09-15,TH,1.0001
2026-09-15,TN,1
2026-09-15,TR,0.9992
2026-09-15,TT,1
2026-09-15,TW,1
2026-09-15,TZ,0.9996
2026-09-15,UA,0.9931
2026-09-15,UG,0.9997
2026-09-15,US,1.0001
2026-09-15,UY,1
2026-09-15,UZ,1.0014
2026-09-15,VE,0.9876
2026-09-15,VI,1
2026-09-15,VN,0.9998
2026-09-15,YE,1
2026-09-15,ZA,0.9999
2026-09-15,ZM,0.9997
2026-09-15,ZW,0.9997
2026-09-16,AE,0.9999
2026-09-16,AF,0.9954
2026-09-16,AL,1
2026-09-16,AM,1.0005
2026-09-16,AO,1.0003
2026-09-16,AR,0.9997
2026-09-16,AT,1.0001
2026-09-16,AU,0.9999
2026-09-16,AZ,1.0004
2026-09-16,BA,0.9999
2026-09-16,BD,1.0005
2026-09-16,BE,1.0002
2026-09-16,BF,0.9995
2026-09-16,BG,1.0006
2026-09-16,BH,0.9991
2026-09-16,BJ,0.9999
2026-09-16,BN,1.0166
2026-09-16,BO,0.9941
2026-09-16,BR,1.0234
2026-09-16,BS,1
2026-09-16,BW,1
2026-09-16,BY,0.9997
2026-09-16,CA,0.9998
2026-09-16,CG,1
2026-09-16,CH,1.0009
2026-09-16,CI,1.0031
2026-09-16,CL,1.0029
2026-09-16,CM,1.0107
2026-09-16,CN,1.0003
2026-09-16,CO,0.9999
2026-09-16,CR,0.9995
2026-09-16,CU,1
2026-09-16,CW,1
2026-09-16,CY,0.9992
2026-09-16,CZ,0.9998
2026-09-16,DE,1
2026-09-16,DK,1.0002
2026-09-16,DO,0.9989
2026-09-16,DZ,1
2026-09-16,EC,1.0001
2026-09-16,EE,0.9993
2026-09-16,EG,0.9993
2026-09-16,ES,1.0019
2026-09-16,ET,0.9816
2026-09-16,FI,0.9984
2026-09-16,FJ,1
2026-09-16,FR,1.0005
2026-09-16,GA,0.9999
2026-09-16,GB,0.9965
2026-09-16,GE,1.0012
2026-09-16,GH,1.0001
2026-09-16,GM,0.9999
2026-09-16,GP,1
2026-09-16,GR,0.9988
2026-09-16,GT,1.0007
2026-09-16,GU,1.001
2026-09-16,HK,0.9994
2026-09-16,HN,0.9888
2026-09-16,HR,1.0001
2026-09-16,HT,1
2026-09-16,HU,0.9997
2026-09-16,ID,0.9982
2026-09-16,IE,1
2026-09-16,IL,1.0031
2026-09-16,IN,0.996
2026-09-16,IQ,1.0006
2026-09-16,IR,1.0011
2026-09-16,IS,0.9996
2026-09-16,IT,0.9971
2026-09-16,JM,0.9992
2026-09-16,JO,1
2026-09-16,JP,1
2026-09-16,KE,0.9999
2026-09-16,KG,1
2026-09-16,KH,0.9994
2026-09-16,KR,1.0001
2026-09-16,KW,1
2026-09-16,KZ,1.0073
2026-09-16,LB,1.0005
2026-09-16,LK,1.0003
2026-09-16,LS,1
2026-09-16,LT,0.997
2026-09-16,LU,0.9985
2026-09-16,LV,0.9991
2026-09-16,LY,0.9978
2026-09-16,MA,1
2026-09-16,MD,0.9993
2026-09-16,ME,1
2026-09-16,MG,0.9996
2026-09-16,MK,1
2026-09-16,MM,0.9977
2026-09-16,MN,0.9986
2026-09-16,MO,1
2026-09-16,MQ,1
2026-09-16,MT,0.9822
2026-09-16,MU,1.0014
2026-09-16,MW,0.9969
2026-09-16,MX,1.0009
2026-09-16,MY,0.999
2026-09-16,MZ,0.9975
2026-09-16,NA,1
2026-09-16,NC,1
2026-09-16,NG,0.9888
2026-09-16,NI,1.0003
2026-09-16,NL,0.9989
2026-09-16,NO,0.9994
2026-09-16,NP,1.0029
2026-09-16,NZ,0.9952
2026-09-16,OM,0.9998
2026-09-16,PA,0.9997
2026-09-16,PE,0.9997
2026-09-16,PH,0.9992
2026-09-16,PK,1.0001
2026-09-16,PL,0.9999
2026-09-16,PR,1
2026-09-16,PS,0.9964
2026-09-16,PT,1
2026-09-16,PY,0.9864
2026-09-16,QA,1
2026-09-16,RE,1
2026-09-16,RO,1.0001
2026-09-16,RS,0.9984
2026-09-16,RU,0.9997
2026-09-16,RW,1
2026-09-16,SA,1
2026-09-16,SC,1.0011
2026-09-16,SD,0.9996
2026-09-16,SE,0.9982
2026-09-16,SG,1.0022
2026-09-16,SI,1.0002
2026-09-16,SK,0.9999
2026-09-16,SN,0.9996
2026-09-16,SV,1
2026-09-16,SY,0.9749
2026-09-16,TG,1.0018
2026-09-16,TH,1.0001
2026-09-16,TN,1
2026-09-16,TR,0.9992
2026-09-16,TT,1
2026-09-16,TW,1
2026-09-16,TZ,0.9993
2026-09-16,UA,0.9972
2026-09-16,UG,0.9987
2026-09-16,US,1
2026-09-16,UY,0.9999
2026-09-16,UZ,1.0015
2026-09-16,VE,0.9826
2026-09-16,VI,1
2026-09-16,VN,1
2026-09-16,YE,1
2026-09-16,ZA,0.9981
2026-09-16,ZM,0.9996
2026-09-16,ZW,0.9959
2026-09-17,AE,0.9999
2026-09-17,AF,1.0008
2026-09-17,AL,0.9997
2026-09-17,AM,1.0001
2026-09-17,AO,1.0004
2026-09-17,AR,0.9991
2026-09-17,AT,1.0002
2026-09-17,AU,0.9999
2026-09-17,AZ,0.996
2026-09-17,BA,1
2026-09-17,BD,0.9997
2026-09-17,BE,1.0002
2026-09-17,BF,0.9995
2026-09-17,BG,1.0005
2026-09-17,BH,0.9988
2026-09-17,BJ,1
2026-09-17,BN,1.0166
2026-09-17,BO,0.9951
2026-09-17,BR,1.0242
2026-09-17,BS,1
2026-09-17,BW,1
2026-09-17,BY,0.9999
2026-09-17,CA,1.0009
2026-09-17,CG,1
2026-09-17,CH,1.0005
2026-09-17,CI,1.0033
2026-09-17,CL,1.003
2026-09-17,CM,1.0127
2026-09-17,CN,1.0004
2026-09-17,CO,0.9999
2026-09-17,CR,0.9995
2026-09-17,CU,1
2026-09-17,CW,1
2026-09-17,CY,1.0003
2026-09-17,CZ,0.9998
2026-09-17,DE,1.0001
2026-09-17,DK,1.0002
2026-09-17,DO,0.9993
2026-09-17,DZ,1
2026-09-17,EC,1.0006
2026-09-17,EE,0.9996
2026-09-17,EG,1
2026-09-17,ES,1.0037
2026-09-17,ET,1
2026-09-17,FI,0.999
2026-09-17,FJ,1
2026-09-17,FR,1.0014
2026-09-17,GA,0.9998
2026-09-17,GB,0.9972
2026-09-17,GE,1.0002
2026-09-17,GH,0.9997
2026-09-17,GM,0.9997
2026-09-17,GP,1
2026-09-17,GR,0.9998
2026-09-17,GT,0.9996
2026-09-17,GU,1.001
2026-09-17,HK,0.9978
2026-09-17,HN,1
2026-09-17,HR,1.0002
2026-09-17,HT,1
2026-09-17,HU,0.9997
2026-09-17,ID,0.9997
2026-09-17,IE,1.0001
2026-09-17,IL,1.0028
2026-09-17,IN,0.996
2026-09-17,IQ,1.0006
2026-09-17,IR,1.0013
2026-09-17,IS,0.9997
2026-09-17,IT,0.9987
2026-09-17,JM,0.9992
2026-09-17,JO,0.9997
2026-09-17,JP,1.0003
2026-09-17,KE,0.9999
2026-09-17,KG,1
2026-09-17,KH,0.9992
2026-09-17,KR,1.0001
2026-09-17,KW,1
2026-09-17,KZ,1.0039
2026-09-17,LB,1.0002
2026-09-17,LK,1.0004
2026-09-17,LS,1
2026-09-17,LT,0.9969
2026-09-17,LU,0.9988
2026-09-17,LV,0.9994
2026-09-17,LY,1
2026-09-17,MA,1
2026-09-17,MD,0.9986
2026-09-17,ME,1
2026-09-17,MG,0.9998
2026-09-17,MK,1.0048
2026-09-17,MM,0.9978
2026-09-17,MN,0.9905
2026-09-17,MO,1
2026-09-17,MQ,1
2026-09-17,MT,1
2026-09-17,MU,1.0027
2026-09-17,MW,0.9991
2026-09-17,MX,1.0009
2026-09-17,MY,0.9995
2026-09-17,MZ,0.9942
2026-09-17,NA,1
2026-09-17,NC,1
2026-09-17,NG,0.989
2026-09-17,NI,1
2026-09-17,NL,0.9999
2026-09-17,NO,0.9994
2026-09-17,NP,1.0031
2026-09-17,NZ,0.9924
2026-09-17,OM,1
2026-09-17,PA,0.9997
2026-09-17,PE,0.9988
2026-09-17,PH,0.9999
2026-09-17,PK,0.9994
2026-09-17,PL,0.9996
2026-09-17,PR,1
2026-09-17,PS,0.9973
2026-09-17,PT,0.9997
2026-09-17,PY,0.9864
2026-09-17,QA,1
2026-09-17,RE,1
2026-09-17,RO,0.9997
2026-09-17,RS,0.9987
2026-09-17,RU,0.9994
2026-09-17,RW,0.9766
2026-09-17,SA,1
2026-09-17,SC,1.0002
2026-09-17,SD,1.001
2026-09-17,SE,1.0001
2026-09-17,SG,1.0021
2026-09-17,SI,1.0002
2026-09-17,SK,0.9997
2026-09-17,SN,1
2026-09-17,SV,1
2026-09-17,SY,0.9843
2026-09-17,TG,1.0009
2026-09-17,TH,1.0001
2026-09-17,TN,1
2026-09-17,TR,1.0001
2026-09-17,TT,0.9995
2026-09-17,TW,1
2026-09-17,TZ,0.9993
2026-09-17,UA,0.997
2026-09-17,UG,0.9976
2026-09-17,US,1
2026-09-17,UY,1.0001
2026-09-17,UZ,1.0022
2026-09-17,VE,0.9317
2026-09-17,VI,1
2026-09-17,VN,1
2026-09-17,YE,0.9979
2026-09-17,ZA,0.9999
2026-09-17,ZM,0.9994
2026-09-17,ZW,0.9959
